,Qualification,Experiece,Ratings,Place,Profile,Fees
88,MD,10.0,94.0,Chennai,Dermatologists,250
89,MBBS,36.0,94.6425884123401,Hyderabad,General Medicine,50
90,BAMS,8.0,94.6425884123401,Mumbai,Ayurveda,50
91,Get inspired by remarkable stories of people like you,17.555858310626704,94.6425884123401,Unknown,Dermatologists,100
92,MD,15.0,94.6425884123401,Chennai,Ayurveda,250
93,MD,7.0,100.0,Mumbai,Dentist,200
94,MD,12.0,100.0,Mumbai,Dentist,500
95,BHMS,12.0,100.0,Bangalore,Homeopath,500
96,MD,13.0,97.0,Delhi,Dermatologists,700
97,MBBS,24.0,94.6425884123401,Chennai,Dermatologists,200
98,BAMS,27.0,94.6425884123401,Mumbai,Ayurveda,100
99,MD,12.0,98.0,Hyderabad,Dentist,200
100,MD,9.0,94.6425884123401,Bangalore,Homeopath,500
101,BDS,16.0,100.0,Bangalore,Dentist,200
102,MD,22.0,99.0,Thiruvananthapuram,Dentist,200
103,MD,20.0,100.0,Chennai,Dentist,100
104,PhD,30.0,98.0,Ernakulam,Dentist,300
105,MBBS,52.0,94.6425884123401,Chennai,General Medicine,100
106,MBBS,13.0,90.0,Bangalore,ENT Specialist,350
107,MD,19.0,94.6425884123401,Chennai,Dentist,300
108,BAMS,16.0,100.0,Bangalore,Ayurveda,300
109,BDS,10.0,94.6425884123401,Delhi,Dentist,250
110,MBBS,60.0,94.6425884123401,Delhi,General Medicine,100
111,BAMS,12.0,96.0,Mumbai,Ayurveda,100
112,MBBS,11.0,90.0,Bangalore,Dermatologists,500
113,BDS,15.0,100.0,Chennai,Dentist,200
114,MD,6.0,100.0,Bangalore,Dentist,250
115,MD,5.0,94.6425884123401,Hyderabad,General Medicine,500
116,BDS,9.0,94.6425884123401,Ernakulam,Dentist,200
117,MBBS,21.0,95.0,Mumbai,Dermatologists,100
118,BDS,7.0,94.6425884123401,Ernakulam,Dentist,250
119,MD,20.0,94.6425884123401,Mumbai,Ayurveda,500
120,BAMS,10.0,94.6425884123401,Delhi,Ayurveda,150
121,BHMS,12.0,94.6425884123401,Chennai,Homeopath,100
122,BHMS,12.0,94.6425884123401,Bangalore,Homeopath,500
123,BHMS,26.0,82.0,Bangalore,Homeopath,200
124,MBBS,31.0,94.6425884123401,Chennai,ENT Specialist,200
125,MBBS,15.0,95.0,Mumbai,Dermatologists,600
126,MD,11.0,94.6425884123401,Delhi,General Medicine,300
127,BDS,11.0,100.0,Delhi,Dentist,300
128,MBBS,5.0,94.6425884123401,Delhi,General Medicine,800
129,DLO,24.0,94.6425884123401,Chennai,ENT Specialist,300
130,MD,13.0,90.0,Delhi,Dermatologists,100
131,MD,12.0,94.6425884123401,Delhi,Dermatologists,800
132,BDS,5.0,98.0,Chennai,Dentist,200
133,BHMS,8.0,100.0,Delhi,Homeopath,350
134,MD,8.0,94.6425884123401,Mumbai,Dermatologists,100
135,MBBS,35.0,94.6425884123401,Mumbai,General Medicine,200
136,MBBS,24.0,94.6425884123401,Bangalore,Dermatologists,300
137,MBBS,14.0,89.0,Bangalore,Dermatologists,500
138,MD,19.0,89.0,Hyderabad,General Medicine,400
139,MD,34.0,100.0,Mumbai,General Medicine,100
140,MBBS,21.0,74.0,Chennai,ENT Specialist,500
141,MBBS,13.0,96.0,Hyderabad,General Medicine,750
142,MBBS,39.0,86.0,Delhi,ENT Specialist,800
143,MBBS,35.0,100.0,Bangalore,ENT Specialist,200
144,MD,36.0,94.6425884123401,Ernakulam,Homeopath,250
145,MBBS,19.0,100.0,Bangalore,ENT Specialist,300
146,MBBS,10.0,89.0,Chennai,Dermatologists,800
147,MBBS,7.0,94.6425884123401,Hyderabad,ENT Specialist,300
148,MBBS,32.0,94.6425884123401,Coimbatore,General Medicine,150
149,BDS,18.0,92.0,Bangalore,Dentist,400
150,MD,17.0,99.0,Chennai,Homeopath,100
151,MD,9.0,100.0,Ernakulam,Dentist,300
152,BAMS,5.0,100.0,Bangalore,Ayurveda,200
153,BHMS,20.0,94.6425884123401,Mumbai,Homeopath,100
154,BAMS,9.0,94.6425884123401,Delhi,Ayurveda,300
155,MS,35.0,100.0,Chennai,Homeopath,500
156,MBBS,17.0,95.0,Bangalore,ENT Specialist,500
157,MD,6.0,94.6425884123401,Hyderabad,Dentist,200
158,BDS,10.0,100.0,Mumbai,Dentist,300
159,MBBS,5.0,100.0,Coimbatore,ENT Specialist,100
160,MBBS,36.0,95.0,Chennai,General Medicine,600
161,MD,19.0,94.0,Bangalore,Dentist,100
162,BAMS,11.0,94.6425884123401,Delhi,Ayurveda,300
163,BDS,12.0,99.0,Hyderabad,Dentist,150
164,MD,17.0,80.0,Chennai,Dermatologists,400
165,MD,18.0,96.0,Bangalore,Dermatologists,500
166,MD,7.0,94.6425884123401,Delhi,Dentist,300
167,BDS,14.0,94.6425884123401,Mumbai,Dentist,200
168,BAMS,17.555858310626704,94.6425884123401,Mumbai,Ayurveda,100
169,MBBS,12.0,95.0,Delhi,General Medicine,400
170,MD,28.0,83.0,Bangalore,General Medicine,200
171,BHMS,9.0,100.0,Delhi,Homeopath,200
172,BAMS,18.0,94.6425884123401,Mumbai,Ayurveda,300
173,DNB,28.0,96.0,Mumbai,ENT Specialist,100
174,BDS,16.0,93.0,Coimbatore,Dentist,200
175,MD,7.0,100.0,Mumbai,Homeopath,500
176,BDS,11.0,98.0,Ernakulam,Dentist,100
177,MD,27.0,88.0,Bangalore,General Medicine,300
178,MBBS,18.0,76.0,Bangalore,Dermatologists,400
179,MD,32.0,94.6425884123401,Mumbai,Ayurveda,300
180,MBBS,32.0,94.6425884123401,Delhi,General Medicine,500
181,MD,12.0,94.6425884123401,Hyderabad,Ayurveda,150
182,BHMS,15.0,94.6425884123401,Hyderabad,Homeopath,600
183,MBBS,58.0,92.0,Delhi,General Medicine,100
184,MD,17.0,85.0,Mumbai,General Medicine,100
185,MD,13.0,94.6425884123401,Coimbatore,Dentist,100
186,MD,5.0,100.0,Mumbai,Dentist,100
187,MBBS,20.0,94.6425884123401,Bangalore,Dermatologists,300
188,MBBS,31.0,92.0,Delhi,ENT Specialist,800
189,MD,10.0,94.6425884123401,Delhi,Dermatologists,500
190,MBBS,42.0,94.6425884123401,Delhi,General Medicine,250
191,MD,13.0,95.0,Hyderabad,Dentist,200
192,MS,27.0,94.6425884123401,Bangalore,Homeopath,500
193,MD,4.0,94.6425884123401,Hyderabad,Dermatologists,500
194,MD,16.0,94.6425884123401,Delhi,Ayurveda,300
195,MBBS,18.0,95.0,Delhi,ENT Specialist,600
196,MBBS,15.0,96.0,Chennai,Dermatologists,450
197,BDS,5.0,94.6425884123401,Chennai,Dentist,300
198,BHMS,11.0,94.6425884123401,Bangalore,Homeopath,400
199,BAMS,26.0,94.6425884123401,Bangalore,Ayurveda,100
200,BAMS,14.0,94.6425884123401,Bangalore,Ayurveda,250
201,BAMS,6.0,94.6425884123401,Bangalore,Ayurveda,250
202,MBBS,27.0,94.6425884123401,Chennai,ENT Specialist,700
203,BAMS,8.0,94.6425884123401,Thiruvananthapuram,Ayurveda,150
204,MBBS,9.0,97.0,Ernakulam,ENT Specialist,300
205,BDS,15.0,94.6425884123401,Mumbai,Dentist,500
206,BDS,7.0,98.0,Chennai,Dentist,80
207,MD,14.0,94.6425884123401,Hyderabad,Dermatologists,300
208,MBBS,45.0,94.6425884123401,Mumbai,General Medicine,50
209,MD,21.0,56.0,Hyderabad,General Medicine,100
210,BDS,14.0,96.0,Ernakulam,Dentist,100
211,BDS,6.0,94.6425884123401,Coimbatore,Dentist,200
212,MD,8.0,97.0,Bangalore,Dermatologists,500
213,MBBS,27.0,94.6425884123401,Delhi,ENT Specialist,100
214,BAMS,44.0,94.6425884123401,Mumbai,Ayurveda,50
215,BHMS,11.0,94.6425884123401,Hyderabad,Homeopath,450
216,MBBS,11.0,80.0,Hyderabad,Dermatologists,300
217,BHMS,28.0,94.6425884123401,Mumbai,Homeopath,250
218,MD,30.0,94.6425884123401,Coimbatore,General Medicine,100
219,BHMS,16.0,100.0,Mumbai,Homeopath,100
220,BDS,11.0,99.0,Mumbai,Dentist,200
221,MBBS,17.0,93.0,Hyderabad,ENT Specialist,300
222,MD,15.0,100.0,Mumbai,Dermatologists,800
223,BDS,8.0,94.6425884123401,Bangalore,Dentist,100
224,GCEH,33.0,94.6425884123401,Mumbai,Homeopath,100
225,MBBS,30.0,99.0,Mumbai,General Medicine,400
226,BHMS,3.0,94.6425884123401,Delhi,Homeopath,700
227,BDS,4.0,94.6425884123401,Thiruvananthapuram,Dentist,100
228,MBBS,27.0,94.6425884123401,Chennai,General Medicine,100
229,BHMS,16.0,94.6425884123401,Mumbai,Homeopath,600
230,BDS,21.0,94.6425884123401,Bangalore,Dentist,200
231,MS,37.0,94.6425884123401,Chennai,Homeopath,200
232,BHMS,19.0,94.6425884123401,Delhi,Homeopath,100
233,BAMS,15.0,94.6425884123401,Mumbai,Ayurveda,200
234,MS,6.0,94.6425884123401,Mumbai,ENT Specialist,500
235,MD,25.0,95.0,Bangalore,Dentist,200
236,MD,40.0,94.6425884123401,Hyderabad,General Medicine,500
237,MBBS,25.0,98.0,Delhi,ENT Specialist,800
238,MD,9.0,94.6425884123401,Bangalore,Dermatologists,400
239,MBBS,16.0,94.0,Hyderabad,Dermatologists,500
240,BDS,46.0,98.0,Hyderabad,Dentist,200
241,MD,35.0,94.6425884123401,Delhi,General Medicine,600
242,MD,9.0,97.0,Mumbai,Dentist,500
243,MBBS,30.0,94.6425884123401,Chennai,General Medicine,500
244,MBBS,41.0,94.6425884123401,Hyderabad,General Medicine,100
245,MD,15.0,99.0,Bangalore,Dentist,200
246,MD,11.0,97.0,Mumbai,Homeopath,100
247,MBBS,9.0,99.0,Hyderabad,ENT Specialist,500
248,BAMS,10.0,100.0,Chennai,Ayurveda,250
249,BHMS,18.0,94.6425884123401,Delhi,Homeopath,200
250,BHMS,8.0,94.6425884123401,Mumbai,Homeopath,60
251,MBBS,38.0,94.6425884123401,Delhi,ENT Specialist,500
252,MD,33.0,80.0,Mumbai,General Medicine,100
253,MD,9.0,94.0,Bangalore,Dermatologists,600
254,MD,27.0,94.6425884123401,Chennai,General Medicine,200
255,BDS,9.0,94.6425884123401,Hyderabad,Dentist,300
256,BHMS,7.0,94.6425884123401,Mumbai,Homeopath,350
257,MBBS,32.0,94.6425884123401,Mumbai,ENT Specialist,100
258,MD,21.0,93.0,Bangalore,General Medicine,400
259,BHMS,28.0,100.0,Delhi,Homeopath,300
260,MBBS,50.0,94.6425884123401,Chennai,ENT Specialist,300
261,MBBS,44.0,98.0,Ernakulam,General Medicine,400
262,MBBS,5.0,94.6425884123401,Mumbai,ENT Specialist,600
263,MBBS,4.0,100.0,Delhi,General Medicine,300
264,MBBS,5.0,94.6425884123401,Chennai,ENT Specialist,300
265,MD,21.0,100.0,Hyderabad,Dermatologists,500
266,MD,9.0,99.0,Coimbatore,Dentist,200
267,MBBS,29.0,93.0,Hyderabad,General Medicine,500
268,MD,10.0,100.0,Chennai,Dermatologists,200
269,MD,14.0,97.0,Chennai,Dentist,200
270,BHMS,6.0,100.0,Bangalore,Homeopath,300
271,MD,18.0,94.6425884123401,Bangalore,Dentist,550
272,MBBS,17.0,91.0,Hyderabad,ENT Specialist,550
273,MD,18.0,94.6425884123401,Mumbai,Homeopath,500
274,BDS,15.0,99.0,Chennai,Dentist,200
275,MD,6.0,94.6425884123401,Delhi,Dermatologists,900
276,MBBS,22.0,96.0,Bangalore,Dermatologists,500
277,MD,12.0,94.6425884123401,Mumbai,Homeopath,100
278,MD,7.0,94.6425884123401,Chennai,Dermatologists,700
279,MS,27.0,96.0,Mumbai,Homeopath,150
280,BDS,19.0,100.0,Chennai,Dentist,200
281,MBBS,24.0,94.6425884123401,Mumbai,ENT Specialist,700
282,MBBS,10.0,93.0,Hyderabad,ENT Specialist,300
283,MBBS,46.0,94.6425884123401,Chennai,General Medicine,150
284,MBBS,17.0,100.0,Bangalore,General Medicine,150
285,MBBS,45.0,94.0,Bangalore,General Medicine,400
286,BHMS,3.0,94.6425884123401,Bangalore,Homeopath,300
287,BAMS,30.0,94.6425884123401,Chennai,Ayurveda,150
288,MBBS,28.0,97.0,Hyderabad,Dermatologists,500
289,MBBS,35.0,94.6425884123401,Bangalore,General Medicine,100
290,BDS,8.0,94.6425884123401,Chennai,Dentist,200
291,MD,19.0,94.0,Bangalore,Dentist,500
292,MBBS,18.0,94.6425884123401,Chennai,ENT Specialist,200
293,MD,29.0,100.0,Chennai,General Medicine,950
294,MD,5.0,94.6425884123401,Mumbai,Ayurveda,500
295,MD,19.0,94.6425884123401,Delhi,Dermatologists,750
296,MD,15.0,100.0,Chennai,Dentist,200
297,MD,9.0,94.6425884123401,Mumbai,Dentist,100
298,MD,9.0,94.6425884123401,Ernakulam,Dermatologists,200
299,BHMS,8.0,94.6425884123401,Delhi,Homeopath,250
300,MBBS,24.0,97.0,Chennai,Dermatologists,500
301,BAMS,17.0,94.6425884123401,Delhi,Ayurveda,300
302,BAMS,6.0,99.0,Bangalore,Ayurveda,100
303,BAMS,11.0,94.6425884123401,Mumbai,Ayurveda,100
304,MBBS,35.0,94.6425884123401,Chennai,General Medicine,300
305,BAMS,28.0,94.6425884123401,Delhi,Ayurveda,300
306,MBBS,31.0,94.6425884123401,Delhi,General Medicine,300
307,BDS,9.0,100.0,Hyderabad,Dentist,350
308,BHMS,23.0,94.6425884123401,Ernakulam,Homeopath,200
309,MBBS,22.0,56.0,Chennai,ENT Specialist,600
310,MD,11.0,95.0,Bangalore,Dentist,200
311,MBBS,22.0,94.6425884123401,Hyderabad,General Medicine,400
312,BAMS,25.0,94.6425884123401,Thiruvananthapuram,Ayurveda,100
313,BHMS,16.0,94.6425884123401,Mumbai,Homeopath,450
314,BAMS,8.0,94.6425884123401,Hyderabad,Ayurveda,400
315,MBBS,4.0,94.6425884123401,Hyderabad,ENT Specialist,600
316,MD,5.0,94.6425884123401,Coimbatore,Dentist,100
317,BHMS,10.0,94.6425884123401,Thiruvananthapuram,Homeopath,200
318,MD,23.0,94.6425884123401,Delhi,General Medicine,200
319,MBBS,43.0,94.6425884123401,Chennai,ENT Specialist,100
320,BHMS,8.0,94.6425884123401,Chennai,Homeopath,150
321,MD,37.0,95.0,Hyderabad,General Medicine,700
322,MD,14.0,94.6425884123401,Coimbatore,Dermatologists,150
323,BDS,9.0,100.0,Chennai,Dentist,200
324,MD,14.0,95.0,Mumbai,Ayurveda,600
325,MD,54.0,94.6425884123401,Mumbai,General Medicine,200
326,BHMS,14.0,94.6425884123401,Hyderabad,Homeopath,500
327,MD,45.0,92.0,Delhi,General Medicine,300
328,BDS,18.0,100.0,Mumbai,Dentist,200
329,MBBS,6.0,94.6425884123401,Bangalore,ENT Specialist,400
330,MBBS,25.0,88.0,Mumbai,Dermatologists,800
331,MD,28.0,94.6425884123401,Delhi,General Medicine,400
332,MBBS,17.0,94.6425884123401,Bangalore,ENT Specialist,300
333,MD,12.0,68.0,Hyderabad,Dermatologists,400
334,BHMS,7.0,100.0,Bangalore,Homeopath,200
335,MBBS,12.0,94.6425884123401,Chennai,Dermatologists,250
336,MBBS,21.0,94.6425884123401,Mumbai,General Medicine,350
337,MBBS,17.0,94.6425884123401,Chennai,ENT Specialist,300
338,MD,9.0,99.0,Delhi,Dentist,600
339,MD,6.0,100.0,Bangalore,Homeopath,300
340,MD,5.0,94.6425884123401,Delhi,Dentist,200
341,MBBS,5.0,94.6425884123401,Bangalore,ENT Specialist,400
342,BAMS,36.0,94.6425884123401,Delhi,Ayurveda,400
343,BHMS,22.0,94.6425884123401,Bangalore,Homeopath,350
344,MD,6.0,94.6425884123401,Ernakulam,General Medicine,150
345,MBBS,21.0,94.0,Delhi,ENT Specialist,500
346,MD,12.0,91.0,Hyderabad,Dermatologists,600
347,MBBS,37.0,94.6425884123401,Mumbai,General Medicine,200
348,BSAM,35.0,94.6425884123401,Bangalore,Ayurveda,300
349,MD,13.0,98.0,Bangalore,Dermatologists,350
350,MD,35.0,96.0,Mumbai,Dermatologists,100
351,BDS,11.0,94.6425884123401,Hyderabad,Dentist,100
352,MD,15.0,94.6425884123401,Chennai,Dermatologists,300
353,MBBS,23.0,94.6425884123401,Mumbai,General Medicine,500
354,MD,17.0,94.6425884123401,Bangalore,General Medicine,400
355,MD,19.0,99.0,Hyderabad,Dentist,500
356,BHMS,13.0,94.6425884123401,Delhi,Homeopath,60
357,BAMS,28.0,94.6425884123401,Mumbai,Ayurveda,400
358,BAMS,14.0,94.6425884123401,Mumbai,Ayurveda,100
359,BHMS,10.0,94.6425884123401,Bangalore,Homeopath,300
360,BDS,5.0,94.6425884123401,Bangalore,Dentist,100
361,MD,5.0,94.6425884123401,Delhi,Dermatologists,100
362,MD,6.0,96.0,Hyderabad,Dentist,200
363,BDS,6.0,94.6425884123401,Thiruvananthapuram,Dentist,100
364,BDS,8.0,100.0,Mumbai,Dentist,300
365,MD,44.0,94.6425884123401,Bangalore,Dermatologists,200
366,BHMS,28.0,100.0,Hyderabad,Homeopath,300
367,MD,12.0,98.0,Delhi,Dermatologists,300
368,MBBS,23.0,94.6425884123401,Delhi,ENT Specialist,500
369,MBBS,27.0,94.6425884123401,Mumbai,General Medicine,100
370,MD,8.0,94.6425884123401,Mumbai,Dermatologists,400
371,MD,25.0,97.0,Bangalore,Dentist,200
372,MBBS,66.0,94.6425884123401,Chennai,ENT Specialist,100
373,BAMS,8.0,94.6425884123401,Thiruvananthapuram,Ayurveda,100
374,MD,12.0,96.0,Delhi,Ayurveda,300
375,BAMS,37.0,94.6425884123401,Delhi,Ayurveda,100
376,MBBS,37.0,94.6425884123401,Coimbatore,General Medicine,100
377,MBBS,45.0,60.0,Chennai,ENT Specialist,400
378,MD,22.0,94.6425884123401,Bangalore,Ayurveda,300
379,BDS,26.0,94.6425884123401,Coimbatore,Dentist,100
380,MBBS,17.555858310626704,94.6425884123401,Mumbai,ENT Specialist,100
381,BAMS,11.0,94.6425884123401,Chennai,Ayurveda,150
382,BHMS,14.0,94.6425884123401,Chennai,Homeopath,500
383,BDS,17.555858310626704,94.6425884123401,Chennai,Dentist,100
384,MS,23.0,100.0,Mumbai,Homeopath,600
385,MD,9.0,94.6425884123401,Mumbai,Dermatologists,100
386,MD,10.0,94.6425884123401,Hyderabad,Dermatologists,600
387,MD,6.0,94.6425884123401,Chennai,Dentist,500
388,MBBS,19.0,88.0,Mumbai,General Medicine,100
389,MBBS,34.0,94.6425884123401,Mumbai,General Medicine,100
390,MD,9.0,94.6425884123401,Hyderabad,General Medicine,100
391,MBBS,34.0,94.6425884123401,Coimbatore,General Medicine,100
392,MD,37.0,94.6425884123401,Mumbai,General Medicine,100
393,MBBS,17.0,85.0,Delhi,ENT Specialist,500
394,MD,4.0,94.6425884123401,Coimbatore,Dermatologists,200
395,BAMS,12.0,94.6425884123401,Hyderabad,Ayurveda,100
396,MD,15.0,94.6425884123401,Chennai,Dermatologists,600
397,MBBS,14.0,100.0,Bangalore,General Medicine,400
398,BAMS,20.0,94.6425884123401,Hyderabad,Ayurveda,250
399,BDS,35.0,98.0,Chennai,Dentist,150
400,BAMS,8.0,100.0,Chennai,Ayurveda,500
401,MD,20.0,98.0,Delhi,Dentist,500
402,BDS,8.0,94.6425884123401,Hyderabad,Dentist,200
403,MS,44.0,94.6425884123401,Hyderabad,Homeopath,500
404,MD,28.0,94.6425884123401,Hyderabad,Ayurveda,200
405,MD,39.0,100.0,Bangalore,General Medicine,430
406,MD,12.0,96.0,Delhi,Dermatologists,600
407,BHMS,3.0,94.6425884123401,Bangalore,Homeopath,100
408,BAMS,19.0,94.6425884123401,Delhi,Ayurveda,80
409,BDS,17.555858310626704,94.6425884123401,Coimbatore,Dentist,100
410,BDS,20.0,93.0,Hyderabad,Dentist,200
411,MBBS,44.0,94.6425884123401,Chennai,ENT Specialist,100
412,BDS,12.0,98.0,Mumbai,Dentist,500
413,BDS,19.0,96.0,Chennai,Dentist,150
414,MBBS,9.0,83.0,Coimbatore,ENT Specialist,150
415,MD,40.0,85.0,Delhi,Dermatologists,100
416,MD,5.0,94.6425884123401,Chennai,Ayurveda,100
417,MD,5.0,100.0,Mumbai,Dermatologists,100
418,MD,19.0,94.6425884123401,Delhi,General Medicine,700
419,MD,14.0,100.0,Mumbai,Dermatologists,800
420,MD,25.0,94.6425884123401,Bangalore,General Medicine,100
421,BHMS,24.0,94.6425884123401,Mumbai,Homeopath,50
422,MD,9.0,100.0,Delhi,Dentist,200
423,MBBS,9.0,94.6425884123401,Hyderabad,Dermatologists,250
424,MD,30.0,94.6425884123401,Chennai,General Medicine,100
425,MD,21.0,85.0,Delhi,General Medicine,500
426,BAMS,14.0,100.0,Delhi,Ayurveda,250
427,MBBS,7.0,94.6425884123401,Mumbai,General Medicine,100
428,MBBS,13.0,97.0,Delhi,Dermatologists,400
429,MBBS,26.0,93.0,Bangalore,General Medicine,600
430,MD,9.0,94.6425884123401,Hyderabad,Dentist,200
431,MBBS,13.0,100.0,Chennai,Dermatologists,500
432,MBBS,17.0,97.0,Bangalore,General Medicine,300
433,MD,10.0,97.0,Delhi,Dermatologists,600
434,BDS,18.0,96.0,Bangalore,Dentist,300
435,MD,10.0,97.0,Bangalore,Dentist,300
436,BAMS,7.0,100.0,Chennai,Ayurveda,300
437,MBBS,21.0,94.6425884123401,Mumbai,General Medicine,100
438,MBBS,10.0,94.6425884123401,Bangalore,ENT Specialist,300
439,MD,22.0,94.6425884123401,Hyderabad,Dermatologists,350
440,MD,19.0,100.0,Hyderabad,Dentist,500
441,MBBS,45.0,94.6425884123401,Hyderabad,General Medicine,150
442,BDS,13.0,90.0,Delhi,Dentist,200
443,BAMS,19.0,94.6425884123401,Hyderabad,Ayurveda,300
444,BHMS,5.0,94.6425884123401,Bangalore,Homeopath,700
445,MBBS,15.0,99.0,Bangalore,ENT Specialist,350
446,MBBS,7.0,94.6425884123401,Hyderabad,General Medicine,250
447,BHMS,12.0,94.6425884123401,Delhi,Homeopath,100
448,BDS,17.0,100.0,Bangalore,Dentist,300
449,MBBS,6.0,94.6425884123401,Bangalore,General Medicine,400
450,MBBS,13.0,100.0,Bangalore,General Medicine,500
451,MD,14.0,98.0,Hyderabad,General Medicine,400
452,MD,5.0,94.6425884123401,Mumbai,Dentist,100
453,MD,21.0,94.6425884123401,Chennai,General Medicine,500
